,Value (%),Level,Frequency (Hz),Voltage (V)
594,0.42,275.0,375.0,0.34251253265297554
595,0.43,281.0,375.0,0.3412480940653725
596,0.44,288.0,375.0,0.37378604704489315
597,0.45,294.0,375.0,0.3701636164970849
598,0.46,301.0,375.0,0.37063883099948064
599,0.47,308.0,375.0,0.40271300982573943
600,0.48,314.0,375.0,0.405360370616776
601,0.49,321.0,375.0,0.43577825889706207
602,0.5,327.0,375.0,0.4383761781792657
603,0.55,360.0,375.0,0.5069371504940916
604,0.6,393.0,375.0,0.5656349418085266
605,0.65,425.0,375.0,0.6124000489663345
606,0.7,458.0,375.0,0.6530488894705003
607,0.75,491.0,375.0,0.691667748024533
608,0.8,524.0,375.0,0.7199738918594885
609,0.85,557.0,375.0,0.7505975464192547
610,0.9,589.0,375.0,0.782621163702508
611,0.95,622.0,375.0,0.8113458803112777
612,1.0,655.0,375.0,0.8457789311246074
613,1.05,688.0,375.0,0.8706818511014079
614,1.1,720.0,375.0,0.8965648009863441
615,1.15,753.0,375.0,0.9150828061110166
616,1.2,786.0,375.0,0.9386615256764306
617,1.25,819.0,375.0,0.9571750506643846
618,1.3,851.0,375.0,0.9761005882259529
619,1.35,884.0,375.0,0.995508780516977
620,1.4,917.0,375.0,1.0120720859889387
621,1.45,950.0,375.0,1.031429156719865
622,1.5,983.0,375.0,1.0489186504568526
623,1.55,1015.0,375.0,1.0652983503256237
624,1.6,1048.0,375.0,1.074354866708579
625,1.65,1081.0,375.0,1.08179909388835
626,1.7,1114.0,375.0,1.0891058768736648
627,1.75,1146.0,375.0,1.0930067159178412
628,1.8,1179.0,375.0,1.1017513027814516
629,1.85,1212.0,375.0,1.1062153590136345
630,1.9,1245.0,375.0,1.1121685806915365
631,1.95,1277.0,375.0,1.1126338748911957
632,2.0,1310.0,375.0,1.1191955951390005
633,2.05,1343.0,375.0,1.120282028294314
634,2.1,1376.0,375.0,1.126178528241207
635,2.15,1408.0,375.0,1.1255244282796582
636,2.2,1441.0,375.0,1.128432677032373
637,2.25,1474.0,375.0,1.1300823273756957
638,2.5,1638.0,375.0,1.135418170212711
639,3.0,1966.0,375.0,1.1611955168748906
640,3.5,2293.0,375.0,1.174112631073933
641,4.0,2621.0,375.0,1.1891222091299025
642,4.5,2949.0,375.0,1.2050720558806036
643,5.0,3276.0,375.0,1.2204756459608697
644,5.5,3604.0,375.0,1.2304942717050567
645,6.0,3932.0,375.0,1.246085067498387
646,6.5,4259.0,375.0,1.2621997992809746
647,7.0,4587.0,375.0,1.278659821600992
648,7.5,4915.0,375.0,1.2889722963127457
649,10.0,6553.0,375.0,1.3618618807263212
650,12.5,8191.0,375.0,1.4361584680782233
651,15.0,9830.0,375.0,1.5035990862025554
652,17.5,11468.0,375.0,1.5719116509365663
653,20.0,13106.0,375.0,1.6473413928696057
654,22.5,14745.0,375.0,1.7201396144950305
655,25.0,16383.0,375.0,1.7908424121731465
656,27.5,18021.0,375.0,1.8581311056611256
657,30.0,19660.0,375.0,1.9299760181938614
658,32.5,21298.0,375.0,2.003408419172878
659,35.0,22936.0,375.0,2.071593700022525
660,37.5,24575.0,375.0,2.142546105318109
661,40.0,26213.0,375.0,2.2195846963493016
662,42.5,27851.0,375.0,2.2903227751041304
663,45.0,29490.0,375.0,2.360246349002251
664,47.5,31128.0,375.0,2.431568925594504
665,50.0,32767.0,375.0,2.50570846815381
666,52.5,34405.0,375.0,2.577422416689805
667,55.0,36043.0,375.0,2.6450508005442463
668,57.5,37682.0,375.0,2.7167081873539667
669,60.0,39320.0,375.0,2.7870548941649367
670,62.5,40958.0,375.0,2.851291334505366
671,65.0,42597.0,375.0,2.918690671369691
672,65.5,42924.0,375.0,2.925001423958498
673,66.0,43252.0,375.0,2.9347072401565373
674,66.5,43580.0,375.0,2.9459490232284837
675,67.0,43907.0,375.0,2.954884495917524
676,67.5,44235.0,375.0,2.960652591945747
677,68.0,44563.0,375.0,2.967349596322128
678,68.5,44890.0,375.0,2.9729803281584353
679,69.0,45218.0,375.0,2.9785180171552277
680,69.5,45546.0,375.0,2.983701535343713
681,70.0,45873.0,375.0,2.9888966538861044
682,70.5,46201.0,375.0,2.993114862615587
683,71.0,46529.0,375.0,2.9976245202394365
684,71.5,46856.0,375.0,3.0007012541337996
685,72.0,47184.0,375.0,3.0034938193561795
686,72.5,47512.0,375.0,3.0064132684507787
687,73.0,47839.0,375.0,3.0085676541974027
688,73.5,48167.0,375.0,3.0106610780836394
689,74.0,48495.0,375.0,3.0121139224209585
690,74.5,48822.0,375.0,3.013212755954714
691,75.0,49150.0,375.0,3.0141013430722374
692,75.5,49478.0,375.0,3.0146526398965228
693,76.0,49805.0,375.0,3.0149124078240583
694,76.5,50133.0,375.0,3.01501129084179
695,77.0,50461.0,375.0,3.0151177740913613
696,77.5,50788.0,375.0,3.015268018676313
697,78.0,51116.0,375.0,3.015238417773037
698,78.5,51444.0,375.0,3.0152118569624657
699,79.0,51771.0,375.0,3.015188416247164
700,79.5,52099.0,375.0,3.015170575702727
701,80.0,52427.0,375.0,3.015212496982042
702,82.5,54065.0,375.0,3.015335780744291
703,85.0,55703.0,375.0,3.015292659428331
704,87.5,57342.0,375.0,3.015181776044547
705,90.0,58980.0,375.0,3.015263458537222
706,92.5,60618.0,375.0,3.0152228172969577
707,95.0,62257.0,375.0,3.015259538417572
708,97.5,63895.0,375.0,3.0153449010225497
709,100.0,65534.0,375.0,3.015334420702748
710,0.0,0.0,400.0,0.16316849950743045
711,0.05,32.0,400.0,0.16312049804254225
712,0.1,65.0,400.0,0.16349258939786848
713,0.15,98.0,400.0,0.1635037897396772
714,0.2,131.0,400.0,0.16373107667592265
715,0.21,137.0,400.0,0.16349170937101287
716,0.22,144.0,400.0,0.1636415539439067
717,0.23,150.0,400.0,0.1634912293563641
718,0.24,157.0,400.0,0.16357083178563755
719,0.25,163.0,400.0,0.16351547009613235
720,0.26,170.0,400.0,0.16372875660512162
721,0.27,176.0,400.0,0.16421653149082832
722,0.28,183.0,400.0,0.1643994170720541
723,0.29,190.0,400.0,0.16422189165440845
724,0.3,196.0,400.0,0.17298807917722034
725,0.31,203.0,400.0,0.1731925654176455
726,0.32,209.0,400.0,0.19418600608661138
727,0.33,216.0,400.0,0.19435465123325163
728,0.34,222.0,400.0,0.19356654718222557
729,0.35,229.0,400.0,0.21810489603320576
730,0.36,235.0,400.0,0.2197781470967734
731,0.37,242.0,400.0,0.250156194161197
732,0.38,249.0,400.0,0.25329452993560636
733,0.39,255.0,400.0,0.2971233874861904
734,0.4,262.0,400.0,0.2928335765715495
735,0.41,268.0,400.0,0.29065967022919337
736,0.42,275.0,400.0,0.3204724200421157
737,0.43,281.0,400.0,0.32374107979369454
738,0.44,288.0,400.0,0.3528805290591136
739,0.45,294.0,400.0,0.3553653248890621
740,0.46,301.0,400.0,0.34986147692495595
741,0.47,308.0,400.0,0.38226398577104903
742,0.48,314.0,400.0,0.3813269171739876
743,0.49,321.0,400.0,0.4179301142149082
744,0.5,327.0,400.0,0.4186043747917106
745,0.55,360.0,400.0,0.4874585560545729
746,0.6,393.0,400.0,0.554121790455031
747,0.65,425.0,400.0,0.6060519352372816
748,0.7,458.0,400.0,0.6487910795324567
749,0.75,491.0,400.0,0.6912925365739919
750,0.8,524.0,400.0,0.7248634010754671
751,0.85,557.0,400.0,0.7545422268013583
752,0.9,589.0,400.0,0.7905065243446112
753,0.95,622.0,400.0,0.8197084555168267
754,1.0,655.0,400.0,0.8611068388952298
755,1.05,688.0,400.0,0.8832079133664871
756,1.1,720.0,400.0,0.9081620349058538
757,1.15,753.0,400.0,0.9335952110647872
758,1.2,786.0,400.0,0.9571696104983616
759,1.25,819.0,400.0,0.9772739840351559
760,1.3,851.0,400.0,0.998698397856372
761,1.35,884.0,400.0,1.0227020903909445
762,1.4,917.0,400.0,1.0397803715787175
763,1.45,950.0,400.0,1.0602470761729652
764,1.5,983.0,400.0,1.0724576888113002
765,1.55,1015.0,400.0,1.0908300894924639
766,1.6,1048.0,400.0,1.110342924976954
767,1.65,1081.0,400.0,1.1286825246571113
768,1.7,1114.0,400.0,1.1344515807147304
769,1.75,1146.0,400.0,1.1478871107345656
770,1.8,1179.0,400.0,1.148376885681311
771,1.85,1212.0,400.0,1.1588309647144868
772,1.9,1245.0,400.0,1.1614396043238517
773,1.95,1277.0,400.0,1.1655275690786344
774,2.0,1310.0,400.0,1.1683072539078905
775,2.05,1343.0,400.0,1.174088070324404
776,2.1,1376.0,400.0,1.178571007132786
777,2.15,1408.0,400.0,1.1819319096993806
778,2.2,1441.0,400.0,1.1826975330643648
779,2.25,1474.0,400.0,1.1874253573460898
780,2.5,1638.0,400.0,1.1984132126688265
781,3.0,1966.0,400.0,1.2133208676143572
782,3.5,2293.0,400.0,1.2299464949882413
783,4.0,2621.0,400.0,1.24640723733024
784,4.5,2949.0,400.0,1.262868219679539
785,5.0,3276.0,400.0,1.2792276789306205
786,5.5,3604.0,400.0,1.2930805016852183
787,6.0,3932.0,400.0,1.3030286452784796
788,6.5,4259.0,400.0,1.3187986465407124
789,7.0,4587.0,400.0,1.333308129334993
790,7.5,4915.0,400.0,1.3494699825556076
791,10.0,6553.0,400.0,1.4221807615124815
792,12.5,8191.0,400.0,1.4919177697170578
793,15.0,9830.0,400.0,1.5660908332993255
794,17.5,11468.0,400.0,1.6322974937662507
795,20.0,13106.0,400.0,1.7057020538956433
796,22.5,14745.0,400.0,1.7785187560850473
797,25.0,16383.0,400.0,1.8443067637757118
798,27.5,18021.0,400.0,1.923827750563622
799,30.0,19660.0,400.0,1.9891281433734498
800,32.5,21298.0,400.0,2.0642537960264478
801,35.0,22936.0,400.0,2.134914592422791
802,37.5,24575.0,400.0,2.206632621083349
803,40.0,26213.0,400.0,2.276412750603893
804,42.5,27851.0,400.0,2.349114649289751
805,45.0,29490.0,400.0,2.4174862558256094
806,47.5,31128.0,400.0,2.4905676860938515
807,50.0,32767.0,400.0,2.5631832621453454
808,52.5,34405.0,400.0,2.6355134694880635
809,55.0,36043.0,400.0,2.7025623156563694
810,57.5,37682.0,400.0,2.772011155066603
811,60.0,39320.0,400.0,2.8406563699521827
812,62.5,40958.0,400.0,2.9024498557395764
813,65.0,42597.0,400.0,2.950512042480904
814,65.5,42924.0,400.0,2.957456814418477
815,66.0,43252.0,400.0,2.9644214269615023
816,66.5,43580.0,400.0,2.970033438226525
817,67.0,43907.0,400.0,2.97617874576642
818,67.5,44235.0,400.0,2.9810145733442175
819,68.0,44563.0,400.0,2.985674715560471
820,68.5,44890.0,400.0,2.9903479781771667
821,69.0,45218.0,400.0,2.9947271518188785
822,69.5,45546.0,400.0,2.998162696663336
823,70.0,45873.0,400.0,3.001166948345971
824,70.5,46201.0,400.0,3.0042436822405354
825,71.0,46529.0,400.0,3.0064602298842003
826,71.5,46856.0,400.0,3.008502132198087
827,72.0,47184.0,400.0,3.0104987531300353
828,72.5,47512.0,400.0,3.0118816753335445
829,73.0,47839.0,400.0,3.0129165869166394
830,73.5,48167.0,400.0,3.0136743700423785
831,74.0,48495.0,400.0,3.0142935889394513
832,74.5,48822.0,400.0,3.0145052753996757
833,75.0,49150.0,400.0,3.0146600001214927
834,75.5,49478.0,400.0,3.014694801183544
835,76.0,49805.0,400.0,3.0148097646919294
836,76.5,50133.0,400.0,3.014628159149914
837,77.0,50461.0,400.0,3.014645679684567
838,77.5,50788.0,400.0,3.0144867948359666
839,78.0,51116.0,400.0,3.014659680111809
840,78.5,51444.0,400.0,3.0146143987300427
841,79.0,51771.0,400.0,3.014497995177738
842,79.5,52099.0,400.0,3.0146016783418013
843,80.0,52427.0,400.0,3.0145151157001986
844,82.5,54065.0,400.0,3.014443993529774
845,85.0,55703.0,400.0,3.014574957526366
846,87.5,57342.0,400.0,3.014674640568409
847,90.0,58980.0,400.0,3.0145435965693688
848,92.5,60618.0,400.0,3.014582557758273
849,95.0,62257.0,400.0,3.0147118417036673
850,97.5,63895.0,400.0,3.014630879232907
851,100.0,65534.0,400.0,3.0145788776460325
852,0.0,0.0,425.0,0.16601706643879424
853,0.05,32.0,425.0,0.16573097770805956
854,0.1,65.0,425.0,0.16569969675343982
855,0.15,98.0,425.0,0.16547552991241138
856,0.2,131.0,425.0,0.16576257867244548
857,0.21,137.0,425.0,0.16602098655842604
858,0.22,144.0,425.0,0.1656473751567119
859,0.23,150.0,425.0,0.16548417017609096
860,0.24,157.0,425.0,0.1656288145902892
861,0.25,163.0,425.0,0.16554289196813876
862,0.26,170.0,425.0,0.1656196943119596
863,0.27,176.0,425.0,0.16587402207342708
864,0.28,183.0,425.0,0.1655504121976375
865,0.29,190.0,425.0,0.16558161314981523
866,0.3,196.0,425.0,0.168507782449416
867,0.31,203.0,425.0,0.16819521291054948
868,0.32,209.0,425.0,0.18486260155888637
869,0.33,216.0,425.0,0.18482604044312684
870,0.34,222.0,425.0,0.18478227910764042
871,0.35,229.0,425.0,0.20334700565812946
872,0.36,235.0,425.0,0.20113101803155695
873,0.37,242.0,425.0,0.22947036287972625
874,0.38,249.0,425.0,0.22855409491744835
875,0.39,255.0,425.0,0.26552178308175745
876,0.4,262.0,425.0,0.26630580700826956
877,0.41,268.0,425.0,0.26492848497573845
878,0.42,275.0,425.0,0.30317701222815385
879,0.43,281.0,425.0,0.3047272195367279
880,0.44,288.0,425.0,0.3368838008777135
881,0.45,294.0,425.0,0.33559440152836845
882,0.46,301.0,425.0,0.3347739764909817
883,0.47,308.0,425.0,0.3656745995031578
884,0.48,314.0,425.0,0.3681366746397287
885,0.49,321.0,425.0,0.3976487752775663
886,0.5,327.0,425.0,0.3965442615704837
887,0.55,360.0,425.0,0.462490994105047
888,0.6,393.0,425.0,0.5373631190209702
889,0.65,425.0,425.0,0.6019216491909487
890,0.7,458.0,425.0,0.6481857810602084
891,0.75,491.0,425.0,0.6945359155540617
892,0.8,524.0,425.0,0.7307964621381194
893,0.85,557.0,425.0,0.7665137921445332
894,0.9,589.0,425.0,0.802427128132572
895,0.95,622.0,425.0,0.8337569642432932
896,1.0,655.0,425.0,0.8751503874703132
897,1.05,688.0,425.0,0.900996376227289
898,1.1,720.0,425.0,0.9299097385930915
899,1.15,753.0,425.0,0.9553643554063536
900,1.2,786.0,425.0,0.9810862603765902
901,1.25,819.0,425.0,1.0015907261232264
902,1.3,851.0,425.0,1.0258840274959495
903,1.35,884.0,425.0,1.0411658538602744
904,1.4,917.0,425.0,1.0652269081453793
905,1.45,950.0,425.0,1.0826936011865425
906,1.5,983.0,425.0,1.1073506736606817
907,1.55,1015.0,425.0,1.121106373451334
908,1.6,1048.0,425.0,1.1438975489828047
909,1.65,1081.0,425.0,1.158454873237084
910,1.7,1114.0,425.0,1.1735962153141677
911,1.75,1146.0,425.0,1.1866401333829701
912,1.8,1179.0,425.0,1.2020114024768753
913,1.85,1212.0,425.0,1.2116860977251354
914,1.9,1245.0,425.0,1.215948067790132
915,1.95,1277.0,425.0,1.2220178530252865
916,2.0,1310.0,425.0,1.2275935431818457
917,2.05,1343.0,425.0,1.239361822321219
918,2.1,1376.0,425.0,1.2422093492208541
919,2.15,1408.0,425.0,1.246130108872936
920,2.2,1441.0,425.0,1.247224222262618
921,2.25,1474.0,425.0,1.2535014538285294
922,2.5,1638.0,425.0,1.2660724774657284
923,3.0,1966.0,425.0,1.2819620823779834
924,3.5,2293.0,425.0,1.3004026451393005
925,4.0,2621.0,425.0,1.315898958049239
926,4.5,2949.0,425.0,1.3320939322806205
927,5.0,3276.0,425.0,1.3480132180986673
928,5.5,3604.0,425.0,1.360830649255642
929,6.0,3932.0,425.0,1.3757500645600618
930,6.5,4259.0,425.0,1.3917407125559074
931,7.0,4587.0,425.0,1.4054960923367814
932,7.5,4915.0,425.0,1.4191901902474844
933,10.0,6553.0,425.0,1.491842407417187
934,12.5,8191.0,425.0,1.562162713422614
935,15.0,9830.0,425.0,1.6306257627490643
936,17.5,11468.0,425.0,1.6997710728964577
937,20.0,13106.0,425.0,1.7778718563432208
938,22.5,14745.0,425.0,1.8423953454438484
939,25.0,16383.0,425.0,1.9172069085115695
940,27.5,18021.0,425.0,1.9881833145395797
941,30.0,19660.0,425.0,2.0541001261610363
942,32.5,21298.0,425.0,2.1267117820929267
943,35.0,22936.0,425.0,2.202837865276606
944,37.5,24575.0,425.0,2.27543272069579
945,40.0,26213.0,425.0,2.346852420252057
946,42.5,27851.0,425.0,2.4161953364299276
947,45.0,29490.0,425.0,2.4878387228125844
948,47.5,31128.0,425.0,2.5611069587817044
949,50.0,32767.0,425.0,2.6333496434534847
950,52.5,34405.0,425.0,2.6983846681648482
951,55.0,36043.0,425.0,2.7698208482239854
952,57.5,37682.0,425.0,2.836230234877516
953,60.0,39320.0,425.0,2.8970276902684664
954,62.5,40958.0,425.0,2.9453056435946814
955,65.0,42597.0,425.0,2.9764401937456433
956,65.5,42924.0,425.0,2.9806864033296927
957,66.0,43252.0,425.0,2.985138859207828
958,66.5,43580.0,425.0,2.9904491812659595
959,67.0,43907.0,425.0,2.994356820517642
960,67.5,44235.0,425.0,2.997559078242862
961,68.0,44563.0,425.0,3.0005623698960995
962,68.5,44890.0,425.0,3.0033162939391826
963,69.0,45218.0,425.0,3.0059848553771817
964,69.5,45546.0,425.0,3.0077911505009536
965,70.0,45873.0,425.0,3.009649287206792
966,70.5,46201.0,425.0,3.01126485650999
967,71.0,46529.0,425.0,3.0123410493528
968,71.5,46856.0,425.0,3.0132750778570516
969,72.0,47184.0,425.0,3.013904297059331
970,72.5,47512.0,425.0,3.0142989491031256
971,73.0,47839.0,425.0,3.014506875448548
972,73.5,48167.0,425.0,3.014600638310017
973,74.0,48495.0,425.0,3.014650959845711
974,74.5,48822.0,425.0,3.0146986413008108
975,75.0,49150.0,425.0,3.0147183219013836
976,75.5,49478.0,425.0,3.0147184819062955
977,76.0,49805.0,425.0,3.0147396825532593
978,76.5,50133.0,425.0,3.014817204919003
979,77.0,50461.0,425.0,3.0150392116938254
980,77.5,50788.0,425.0,3.015228417467826
981,78.0,51116.0,425.0,3.0151864161861286
982,78.5,51444.0,425.0,3.015175855863859
983,79.0,51771.0,425.0,3.0151852961519356
984,79.5,52099.0,425.0,3.0151540951998292
985,80.0,52427.0,425.0,3.0151546552168638
986,82.5,54065.0,425.0,3.01512777439653
987,85.0,55703.0,425.0,3.015138574726157
988,87.5,57342.0,425.0,3.015170095688055
989,90.0,58980.0,425.0,3.0151679356221397
990,92.5,60618.0,425.0,3.0152451379781002
991,95.0,62257.0,425.0,3.015347221093298
992,97.5,63895.0,425.0,3.015157295297496
993,100.0,65534.0,425.0,3.015223377314007
994,0.0,0.0,450.0,0.16976246073915915
995,0.05,32.0,450.0,0.16997086709921475
996,0.1,65.0,450.0,0.1697882215253155
997,0.15,98.0,450.0,0.17057560555436818
998,0.2,131.0,450.0,0.17024487546128692
999,0.21,137.0,450.0,0.1703290380297236
1000,0.22,144.0,450.0,0.17029887710928585
1001,0.23,150.0,450.0,0.1701525526438188
1002,0.24,157.0,450.0,0.1699567866695153
1003,0.25,163.0,450.0,0.17084553379192496
1004,0.26,170.0,450.0,0.1704040803198343
1005,0.27,176.0,450.0,0.17051136359385902
1006,0.28,183.0,450.0,0.17038183964110162
1007,0.29,190.0,450.0,0.17035359877926007
1008,0.3,196.0,450.0,0.1726709494991902
1009,0.31,203.0,450.0,0.17279199319315253
1010,0.32,209.0,450.0,0.18856063441389298
1011,0.33,216.0,450.0,0.18835614817346755
1012,0.34,222.0,450.0,0.18833222744346376
1013,0.35,229.0,450.0,0.20854492428601926
1014,0.36,235.0,450.0,0.208185793326212
1015,0.37,242.0,450.0,0.23374665338175718
1016,0.38,249.0,450.0,0.23476084433240718
1017,0.39,255.0,450.0,0.2713107597473068
1018,0.4,262.0,450.0,0.2719920605389565
1019,0.41,268.0,450.0,0.27018936552507045
1020,0.42,275.0,450.0,0.3099716195831156
1021,0.43,281.0,450.0,0.31035659133152343
1022,0.44,288.0,450.0,0.34282782227485253
1023,0.45,294.0,450.0,0.33825096260017506
1024,0.46,301.0,450.0,0.3408276812353864
1025,0.47,308.0,450.0,0.3706925926401556
1026,0.48,314.0,450.0,0.36889157767754216
1027,0.49,321.0,450.0,0.4012779260304557
1028,0.5,327.0,450.0,0.4029806179924926
1029,0.55,360.0,450.0,0.46891703021210424
1030,0.6,393.0,450.0,0.5383076278450856
1031,0.65,425.0,450.0,0.6001449549705433
1032,0.7,458.0,450.0,0.6481211390874954
1033,0.75,491.0,450.0,0.6918766343992413
1034,0.8,524.0,450.0,0.7346147386626775
1035,0.85,557.0,450.0,0.768537213894462
1036,0.9,589.0,450.0,0.8018977519772871
1037,0.95,622.0,450.0,0.8366112113480075
1038,1.0,655.0,450.0,0.8795246809631566
1039,1.05,688.0,450.0,0.9085120455873217
1040,1.1,720.0,450.0,0.9332807214673262
1041,1.15,753.0,450.0,0.957025526101252
1042,1.2,786.0,450.0,0.9816482775279974
1043,1.25,819.0,450.0,1.0058489360734786
1044,1.3,851.0,450.0,1.0262057973155867
1045,1.35,884.0,450.0,1.0449122881923771
1046,1.4,917.0,450.0,1.0712555721256005
1047,1.45,950.0,450.0,1.0884267361479472
1048,1.5,983.0,450.0,1.10480283590685
1049,1.55,1015.0,450.0,1.122062402627031
1050,1.6,1048.0,450.0,1.1390342805676357
1051,1.65,1081.0,450.0,1.1616437705545137
1052,1.7,1114.0,450.0,1.1736892581536202
1053,1.75,1146.0,450.0,1.1903830476076556
1054,1.8,1179.0,450.0,1.2039448214801507
1055,1.85,1212.0,450.0,1.2093925877327716
1056,1.9,1245.0,450.0,1.217877246664009
1057,1.95,1277.0,450.0,1.224368484760877
1058,2.0,1310.0,450.0,1.2338788549943511
1059,2.05,1343.0,450.0,1.2381244245588483
1060,2.1,1376.0,450.0,1.246406357303384
1061,2.15,1408.0,450.0,1.2459363429596777
1062,2.2,1441.0,450.0,1.24891131374859
1063,2.25,1474.0,450.0,1.2521057312344661
1064,2.5,1638.0,450.0,1.2682079026337365
1065,3.0,1966.0,450.0,1.2861438099941997
1066,3.5,2293.0,450.0,1.3052136719601917
1067,4.0,2621.0,450.0,1.3178559777727392
1068,4.5,2949.0,450.0,1.3354352342490778
1069,5.0,3276.0,450.0,1.3485316339194755
1070,5.5,3604.0,450.0,1.3630613573314483
1071,6.0,3932.0,450.0,1.3812657528855157
1072,6.5,4259.0,450.0,1.3881286823254901
1073,7.0,4587.0,450.0,1.408169133911547
1074,7.5,4915.0,450.0,1.4181142374120137
1075,10.0,6553.0,450.0,1.4906100498086325
1076,12.5,8191.0,450.0,1.559588634867963
1077,15.0,9830.0,450.0,1.6358857632715504
1078,17.5,11468.0,450.0,1.7074281865730383
1079,20.0,13106.0,450.0,1.7746390376854275
1080,22.5,14745.0,450.0,1.8497935712197842
1081,25.0,16383.0,450.0,1.9198640296004614
1082,27.5,18021.0,450.0,1.9889461378190774
1083,30.0,19660.0,450.0,2.062996317651239
1084,32.5,21298.0,450.0,2.135814779894322
1085,35.0,22936.0,450.0,2.2027769834186066
1086,37.5,24575.0,450.0,2.2792385168394254
1087,40.0,26213.0,450.0,2.3469757840167484
1088,42.5,27851.0,450.0,2.4174080134377944
1089,45.0,29490.0,450.0,2.4896498180827042
1090,47.5,31128.0,450.0,2.5673441891267155
1091,50.0,32767.0,450.0,2.6335638099891776
1092,52.5,34405.0,450.0,2.7062996297101596
1093,55.0,36043.0,450.0,2.7693122727033503
1094,57.5,37682.0,450.0,2.8414937555072575
1095,60.0,39320.0,450.0,2.9008644473568896
1096,62.5,40958.0,450.0,2.945783178167726
1097,65.0,42597.0,450.0,2.9769533294052017
1098,65.5,42924.0,450.0,2.981718434824731
1099,66.0,43252.0,450.0,2.9864567394263695
1100,66.5,43580.0,450.0,2.9906018259243234
1101,67.0,43907.0,450.0,2.9944298627467467
1102,67.5,44235.0,450.0,2.997685322095504
1103,68.0,44563.0,450.0,3.0012459907583113
1104,68.5,44890.0,450.0,3.003680145042948
1105,69.0,45218.0,450.0,3.0061202995106466
1106,69.5,45546.0,450.0,3.008036277981761
1107,70.0,45873.0,450.0,3.009787611428192
1108,70.5,46201.0,450.0,3.011188854190723
1109,71.0,46529.0,450.0,3.0123100884080585
1110,71.5,46856.0,450.0,3.0130788318683077
1111,72.0,47184.0,450.0,3.0137107711535442
1112,72.5,47512.0,450.0,3.014099823026434
1113,73.0,47839.0,450.0,3.0143067093401443
1114,73.5,48167.0,450.0,3.014378311525276
1115,74.0,48495.0,450.0,3.014453433817792
1116,74.5,48822.0,450.0,3.0144461535956477
1117,75.0,49150.0,450.0,3.0144236729096145
1118,75.5,49478.0,450.0,3.0144638341352117
1119,76.0,49805.0,450.0,3.014467034232881
1120,76.5,50133.0,450.0,3.014493595043414
1121,77.0,50461.0,450.0,3.01447703453808
1122,77.5,50788.0,450.0,3.014456393908194
1123,78.0,51116.0,450.0,3.0144509537421413
1124,78.5,51444.0,450.0,3.014471274362276
1125,79.0,51771.0,450.0,3.0144944750703284
1126,79.5,52099.0,450.0,3.0144279130390443
1127,80.0,52427.0,450.0,3.0145843978144122
1128,82.5,54065.0,450.0,3.014724802099142
1129,85.0,55703.0,450.0,3.0148859270161132
1130,87.5,57342.0,450.0,3.014997770429206
1131,90.0,58980.0,450.0,3.015114013976618
1132,92.5,60618.0,450.0,3.015254738271067
1133,95.0,62257.0,450.0,3.0153046597945194
1134,97.5,63895.0,450.0,3.0153609015108356
1135,100.0,65534.0,450.0,3.015417783246682
